Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,15,40,3,167.8,572.3,43.9,2.927,2.728,0.199,0,-0,0,0,-0,0
12,15,28.38,3,119.3,414.3,10.36,0.6909,0.4919,0.199,-3.028e-14,-1.652e-16,-3.044e-14,-1.14e-12,-1.537e-14,-8.16e-13
21,0.7867,28.38,9.537,1643,5871,241.4,306.9,13.77,293.1,5.784,63.01,68.79,148.3,75.91,79.16
22,0.7867,166.6,41.41,1927,6003,434.1,551.8,253.5,298.3,57.32,64.13,121.4,79.84,75.91,77.72
22c,0.7867,75,41.41,717.6,2662,253.3,322,23.71,298.3,5.361,64.13,69.49,79.84,75.91,76.2
23,0.7867,75,41.41,717.6,2662,253.3,322,23.71,298.3,5.361,64.13,69.49,79.84,75.91,76.2
24,0.7867,23.38,9.537,717.6,2750,233,296.2,3.084,293.1,0.6974,63.01,63.7,79.84,75.91,75.95
31,5.446,75,10.88,657,2384,522.5,95.94,51.11,44.83,108.8,70.3,179.1,108.6,79.98,95.23
32,5.446,107.8,21.78,689.5,2402,672.2,123.4,76.64,46.78,148.9,73.36,222.2,99.07,79.98,91.83
32c,5.446,105,21.78,482.3,1854,418.5,76.83,30.05,46.78,58.38,73.36,131.7,99.07,79.98,87.44
33,5.446,105,21.78,482.3,1854,418.5,76.83,30.05,46.78,58.38,73.36,131.7,99.07,79.98,87.44
34,5.446,70,10.88,482.3,1876,383.6,70.42,25.59,44.83,49.71,70.3,120,99.07,79.98,86.92
41,0.5,100,1.014,419.2,1307,19.43,38.86,38.86,9.316e-05,0,0,0,0,0,0
42,0.5,100,1.014,2676,7354,261.3,522.6,522.6,9.316e-05,95.54,0,95.54,101.6,0,101.6
