label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,50.0,3.0,209.59,0.7037,0.01518,65.875,819.74,6009.15,199.02,6208.17
12,water (source),SRC_HX,source outlet,15.0,38.18,3.0,160.172,0.5479,0.015106,66.199,815.72,2261.99,199.02,2461.02
21,R290,SRC_HX,COMP1,3.68937,38.18,11.658,619.021,2.3793,0.15006,6.664,1993.06,15126.71,110003.52,125130.23
22,R290,COMP1,IHX,3.68937,93.11,31.3188,675.928,2.4105,0.053436,18.714,709.72,58974.47,113907.26,172881.73
22c,R290,IHX,cc1,3.68937,75.0,31.3188,418.1,1.6823,0.009368,106.742,124.43,14627.29,113907.26,128534.55
23,R290,cc1,VAL1,3.68937,75.0,31.3188,418.1,1.6823,0.009368,106.742,124.43,14627.29,113907.26,128534.55
24,R290,VAL1,SRC_HX,3.68937,33.18,11.658,418.1,1.7236,0.063579,15.728,844.44,6402.41,110003.52,116405.93
31,R600a,IHX,COMP2,5.44647,75.0,10.8754,656.978,2.3845,0.198191,5.046,3886.0,51110.0,44831.3,95941.29
32,R600a,COMP2,SNK_HX,5.44647,107.82,21.7777,689.473,2.4016,0.088272,11.329,1730.78,76640.96,46780.02,123420.98
32c,R600a,SNK_HX,cc2,5.44647,105.0,21.7777,482.329,1.8539,0.013042,76.673,255.73,30054.47,46780.02,76834.49
33,R600a,cc2,VAL2,5.44647,105.0,21.7777,482.329,1.8539,0.013042,76.673,255.73,30054.47,46780.02,76834.49
34,R600a,VAL2,IHX,5.44647,70.0,10.8754,482.329,1.8757,0.08238,12.139,1615.25,25593.02,44831.3,70424.32
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
