Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,15,40,3,167.8,572.3,43.9,2.927,2.728,0.199,0,-0,0,0,-0,0
12,15,28.99,3,121.8,422.8,11.46,0.7643,0.5652,0.199,-1.283e-16,1.283e-16,0,-4.203e-15,1.194e-14,0
21,3.59,28.99,11.26,607.6,2376,466.8,130,4.808,125.2,9.66,135.1,144.8,155.5,83.49,86.15
22,3.59,101,37.21,680.4,2416,686.9,191.3,61.12,130.2,70.42,140.5,210.9,89.15,83.49,85.3
22c,3.59,75,37.21,415.4,1670,520.1,144.9,14.65,130.2,16.87,140.5,157.4,89.15,83.49,84.06
23,3.59,75,37.21,415.4,1670,520.1,144.9,14.65,130.2,16.87,140.5,157.4,89.15,83.49,84.06
24,3.59,23.99,11.26,415.4,1730,457.2,127.4,2.146,125.2,2.472,135.1,137.6,89.15,83.49,83.59
31,5.446,75,10.88,657,2384,522.5,95.94,51.11,44.83,117.5,76.25,193.7,117.2,86.74,103
32,5.446,107.8,21.78,689.5,2402,672.2,123.4,76.64,46.78,160.9,79.56,240.5,107.1,86.74,99.38
32c,5.446,105,21.78,482.3,1854,418.5,76.83,30.05,46.78,63.1,79.56,142.7,107.1,86.74,94.7
33,5.446,105,21.78,482.3,1854,418.5,76.83,30.05,46.78,63.1,79.56,142.7,107.1,86.74,94.7
34,5.446,70,10.88,482.3,1876,383.6,70.42,25.59,44.83,53.74,76.25,130,107.1,86.74,94.14
41,0.5,100,1.014,419.2,1307,19.43,38.86,38.86,9.316e-05,0,0,0,0,0,0
42,0.5,100,1.014,2676,7354,261.3,522.6,522.6,9.316e-05,104,0,104,110.6,0,110.6
