name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,290.0122,6.3281,-38.8111,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,137.6383,1.854,-7.7389,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-990.5635,27.8959,76.2068,116.93,5.0,5.0,35.5092,1.0,1.0,0.9781,0.4499,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,187.7523,224.7789,7.1454,5.0,5.0,6.009,1.0,1.0,0.9419,0.9935,,,,,
SRC_HX,HeatExchanger,,,,,-700.5514,50.2195,45.4747,29.99,5.0,5.0,13.9498,1.0,1.0,0.8569,0.9178,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.158,38.8111,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.5394,7.7389,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
