label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,40.0,3.0,167.792,0.5723,0.015116,66.154,816.28,2727.85,199.02,2926.88
13,water (source),SRC_HX,source outlet,15.0,29.7,3.0,124.73,0.4325,0.015063,66.389,813.39,655.78,199.02,854.81
21,R290,SRC_HX,COMP1,3.70742,29.7,9.4471,610.563,2.3843,0.186893,5.351,2494.4,5640.94,109561.95,115202.89
22,R290,COMP1,IHX,3.70742,100.31,34.361,685.349,2.4246,0.049128,20.355,655.69,63667.23,114507.77,178174.99
22c,R290,IHX,cc1,3.70742,80.0,34.361,436.336,1.732,0.009766,102.398,130.34,17675.3,114507.77,132183.07
23,R290,cc1,VAL1,3.70742,80.0,34.361,436.336,1.732,0.009766,102.398,130.34,17675.3,114507.77,132183.07
24,R290,VAL1,SRC_HX,3.70742,24.7,9.4471,436.336,1.7996,0.096411,10.372,1286.77,2812.69,109561.95,112374.63
31,R600,IHX,COMP2,4.8353,80.0,9.0616,701.54,2.5023,0.221848,4.508,3861.73,61440.51,29865.71,91306.22
32,R600,COMP2,SNK_HX,4.8353,116.55,20.2302,741.17,2.5227,0.089123,11.221,1551.37,93168.01,31789.28,124957.29
32c,R600,SNK_HX,cc2,4.8353,115.0,20.2302,510.611,1.9287,0.011058,90.436,192.48,36731.57,31789.28,68520.84
33,R600,cc2,VAL2,4.8353,115.0,20.2302,510.611,1.9287,0.011058,90.436,192.48,36731.57,31789.28,68520.84
34,R600,VAL2,IHX,4.8353,75.0,9.0616,510.611,1.9541,0.09233,10.831,1607.2,31211.39,29865.71,61077.11
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
43,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
