label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,60.0,3.0,251.416,0.8311,0.015255,65.552,823.77,10467.41,199.02,10666.43
12,water (source),SRC_HX,source outlet,15.0,47.74,3.0,200.148,0.6744,0.015165,65.942,818.9,5162.7,199.02,5361.73
21,R717,SRC_HX,COMP1,0.90386,47.74,16.7618,1653.926,5.665,0.071815,13.925,233.68,83711.3,294259.88,377971.19
22,R717,COMP1,IHX,0.90386,164.16,56.6415,1883.925,5.772,0.028848,34.664,93.87,275862.46,300766.94,576629.4
22c,R717,IHX,cc1,0.90386,90.0,56.6415,803.118,2.8939,0.001865,536.283,6.07,38763.28,300766.94,339530.23
23,R717,cc1,VAL1,0.90386,90.0,56.6415,803.118,2.8939,0.001865,536.283,6.07,38763.28,300766.94,339530.23
24,R717,VAL1,SRC_HX,0.90386,42.74,16.7618,803.118,2.9721,0.017458,57.281,56.81,22333.96,294259.88,316593.84
31,R600,IHX,COMP2,4.77871,90.0,11.2581,715.038,2.5148,0.175074,5.712,3011.86,70871.56,30244.47,101116.03
32,R600,COMP2,SNK_HX,4.77871,117.48,20.2302,743.901,2.5297,0.088905,11.248,1529.46,93846.96,31789.28,125636.23
32c,R600,SNK_HX,cc2,4.77871,115.0,20.2302,510.611,1.9287,0.010928,91.507,188.0,36731.57,31789.28,68520.84
33,R600,cc2,VAL2,4.77871,115.0,20.2302,510.611,1.9287,0.010928,91.507,188.0,36731.57,31789.28,68520.84
34,R600,VAL2,IHX,4.77871,85.0,11.2581,510.611,1.9443,0.061498,16.261,1057.97,33704.35,30244.47,63948.82
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
