label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,50.0,3.0,209.59,0.7037,0.01518,65.875,819.74,6009.15,199.02,6208.17
13,water (source),SRC_HX,source outlet,15.0,39.22,3.0,164.518,0.5618,0.015112,66.173,816.04,2522.55,199.02,2721.57
21,R1270,SRC_HX,COMP1,3.26231,39.22,14.4267,615.473,2.3628,0.109725,9.114,1288.65,16098.69,125844.24,141942.93
22,R1270,COMP1,IHX,3.26231,95.55,35.8475,669.944,2.3925,0.044037,22.708,517.19,57737.65,129969.82,187707.47
22c,R1270,IHX,cc1,3.26231,73.0,35.8475,408.232,1.6506,0.008139,122.867,95.59,13502.1,129969.82,143471.92
23,R1270,cc1,VAL1,3.26231,73.0,35.8475,408.232,1.6506,0.008139,122.867,95.59,13502.1,129969.82,143471.92
24,R1270,VAL1,SRC_HX,3.26231,34.22,14.4267,408.232,1.6888,0.044105,22.673,517.98,6433.06,125844.24,132277.3
31,R600a,IHX,COMP2,6.22358,73.0,10.4096,654.448,2.3822,0.237096,4.218,5312.1,49335.39,44747.87,94083.26
32,R600a,COMP2,SNK_HX,6.22358,117.8,26.0191,696.392,2.4037,0.079413,12.592,1779.24,82181.93,47536.22,129718.15
32c,R600a,SNK_HX,cc2,6.22358,115.0,26.0191,517.263,1.9423,0.015984,62.562,358.12,38311.81,47536.22,85848.03
33,R600a,cc2,VAL2,6.22358,115.0,26.0191,517.263,1.9423,0.015984,62.562,358.12,38311.81,47536.22,85848.03
34,R600a,VAL2,IHX,6.22358,68.0,10.4096,517.263,1.9803,0.129454,7.725,2900.4,29964.29,44747.87,74712.16
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
43,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
