name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,177.7012,2.4848,-21.4208,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,261.0383,2.4995,-15.6096,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-853.7848,73.2782,80.2239,22.5506,5.0,5.0,11.6513,1.0,1.0,0.9332,0.7342,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,177.0217,220.25,7.8025,5.0,5.0,6.2977,1.0,1.0,0.9037,0.9927,,,,,
SRC_HX,HeatExchanger,,,,,-676.0836,89.8452,72.5209,10.7836,5.0,5.0,7.525,1.0,1.0,0.6833,0.9043,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.4024,21.4208,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.4001,15.6096,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
