label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,30.0,3.0,126.004,0.4367,0.015064,66.383,813.47,697.18,199.02,896.2
13,water (source),SRC_HX,source outlet,15.0,20.27,3.0,85.311,0.3002,0.015026,66.55,811.43,0.51,199.02,199.53
21,R290,SRC_HX,COMP1,2.9169,19.39,7.1936,599.66,2.3913,0.192936,5.183,2025.99,1.2,102252.87,102254.07
22,R290,COMP1,IHX,2.9169,88.09,27.18,678.29,2.4351,0.051164,19.545,537.26,54933.57,113088.8,168022.37
22c,R290,IHX,cc1,2.9169,66.97,26.88,390.402,1.605,0.007044,141.958,73.97,10463.78,113029.41,123493.19
23,R290,cc1,VAL1,2.9169,66.97,26.88,390.402,1.605,0.007044,141.958,73.97,10463.78,113029.41,123493.19
24,R290,VAL1,SRC_HX,2.9169,15.27,7.3686,390.402,1.662,0.081982,12.198,860.88,3367.51,103397.81,106765.32
31,R600,IHX,COMP2,4.89738,66.07,6.5503,682.079,2.4851,0.311509,3.21,5492.08,47444.21,29432.37,76876.58
32,R600,COMP2,SNK_HX,4.89738,116.04,20.4802,738.248,2.514,0.087787,11.391,1547.74,92744.53,31832.27,124576.79
32c,R600,SNK_HX,cc2,4.89738,115.0,20.2302,510.611,1.9287,0.011199,89.29,197.45,36731.57,31789.28,68520.84
33,R600,cc2,VAL2,4.89738,115.0,20.2302,510.611,1.9287,0.011199,89.29,197.45,36731.57,31789.28,68520.84
34,R600,VAL2,IHX,4.89738,62.0,6.7003,510.611,1.9709,0.15044,6.647,2652.34,26692.51,29458.27,56150.77
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
43,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
