label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,40.0,3.0,167.792,0.5723,0.015116,66.154,816.28,2727.85,199.02,2926.88
13,water (source),SRC_HX,source outlet,15.0,29.06,3.0,122.082,0.4237,0.01506,66.401,813.24,573.7,199.02,772.72
21,R290,SRC_HX,COMP1,3.58616,28.32,9.1204,609.146,2.3851,0.187305,5.339,2418.14,4037.41,109496.64,113534.05
22,R290,COMP1,IHX,3.58616,95.34,31.5945,681.541,2.4247,0.052365,19.097,676.05,60373.9,113961.7,174335.61
22c,R290,IHX,cc1,3.58616,74.96,31.2945,417.952,1.6819,0.009104,109.845,117.53,14603.47,113902.44,128505.92
23,R290,cc1,VAL1,3.58616,74.96,31.2945,417.952,1.6819,0.009104,109.845,117.53,14603.47,113902.44,128505.92
24,R290,VAL1,SRC_HX,3.58616,24.06,9.2954,417.952,1.7391,0.08601,11.627,1110.41,2198.66,109531.62,111730.28
31,R600a,IHX,COMP2,5.43742,74.36,10.7254,656.175,2.3837,0.200768,4.981,3929.97,50547.15,44804.43,95351.58
32,R600a,COMP2,SNK_HX,5.43742,108.39,22.0277,689.817,2.4014,0.086788,11.522,1698.85,76985.2,46824.62,123809.82
32c,R600a,SNK_HX,cc2,5.43742,105.0,21.7777,482.329,1.8539,0.013021,76.8,254.88,30054.47,46780.02,76834.49
33,R600a,cc2,VAL2,5.43742,105.0,21.7777,482.329,1.8539,0.013021,76.8,254.88,30054.47,46780.02,76834.49
34,R600a,VAL2,IHX,5.43742,70.0,10.8754,482.329,1.8757,0.082243,12.159,1609.88,25593.02,44831.3,70424.32
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
43,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
