name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,154.9921,3.257,-20.1373,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,461.5396,3.8102,-22.7756,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-639.5174,50.4711,60.2456,25.7848,5.0,5.0,12.671,1.0,1.0,0.9483,0.6059,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,173.811,215.2125,7.8883,5.0,5.0,6.3348,1.0,1.0,0.8586,0.9923,,,,,
SRC_HX,HeatExchanger,,,,,-484.5254,67.2069,53.5362,9.99,5.0,5.0,7.2095,1.0,1.0,0.6662,0.9269,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.307,20.1373,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.2625,22.7756,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
