label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,7.99191,40.0,3.0,167.792,0.5723,0.008054,124.164,231.72,2727.85,199.02,2926.88
12,water (source),SRC_HX,source outlet,7.99191,20.01,3.0,84.236,0.2966,0.008006,124.913,230.33,0.0,199.02,199.02
21,R1270,SRC_HX,COMP1,3.24764,20.01,8.9222,599.927,2.389,0.178586,5.6,2087.94,0.0,118692.31,118692.31
22,R1270,COMP1,IHX,3.24764,96.42,33.2502,681.331,2.4335,0.050032,19.987,584.95,57601.63,129472.16,187073.79
22c,R1270,IHX,cc1,3.24764,69.0,33.2502,394.309,1.612,0.007871,127.047,92.03,11392.24,129472.16,140864.4
23,R1270,cc1,VAL1,3.24764,69.0,33.2502,394.309,1.612,0.007871,127.047,92.03,11392.24,129472.16,140864.4
24,R1270,VAL1,SRC_HX,3.24764,15.01,8.9222,394.309,1.6758,0.080335,12.448,939.24,3481.13,118692.31,122173.44
31,R600,IHX,COMP2,4.48766,69.0,7.0299,686.226,2.4886,0.266067,3.758,4298.47,50473.75,29515.15,79988.9
32,R600,COMP2,SNK_HX,4.48766,106.17,16.8006,729.913,2.5117,0.103034,9.706,1664.58,85707.54,31199.21,116906.75
32c,R600,SNK_HX,cc2,4.48766,105.0,16.8006,478.513,1.8469,0.009803,102.006,158.38,29194.29,31199.21,60393.49
33,R600,cc2,VAL2,4.48766,105.0,16.8006,478.513,1.8469,0.009803,102.006,158.38,29194.29,31199.21,60393.49
34,R600,VAL2,IHX,4.48766,64.0,7.0299,478.513,1.8728,0.102879,9.72,1662.07,23298.54,29515.15,52813.69
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
