label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,40.0,3.0,167.792,0.5723,0.015116,66.154,816.28,2727.85,199.02,2926.88
12,water (source),SRC_HX,source outlet,15.0,29.49,3.0,123.888,0.4297,0.015062,66.393,813.34,629.1,199.02,828.13
21,R290,SRC_HX,COMP1,3.30398,29.49,9.3987,610.356,2.3844,0.167421,5.973,1991.36,5406.97,109552.26,114959.23
22,R290,COMP1,IHX,3.30398,92.3,30.1635,678.36,2.4219,0.050696,19.725,603.0,58305.99,113678.97,171984.96
22c,R290,IHX,cc1,3.30398,73.0,30.1635,411.032,1.6628,0.008278,120.8,98.46,13510.02,113678.97,127188.99
23,R290,cc1,VAL1,3.30398,73.0,30.1635,411.032,1.6628,0.008278,120.8,98.46,13510.02,113678.97,127188.99
24,R290,VAL1,SRC_HX,3.30398,24.49,9.3987,411.032,1.715,0.074819,13.366,889.93,2315.86,109552.26,111868.13
31,R600,IHX,COMP2,4.87364,73.0,7.7249,691.841,2.4935,0.262903,3.804,4612.66,54532.72,29635.08,84167.81
32,R600,COMP2,SNK_HX,4.87364,115.94,20.2302,739.357,2.518,0.089264,11.203,1566.15,92719.74,31789.28,124509.02
32c,R600,SNK_HX,cc2,4.87364,115.0,20.2302,510.611,1.9287,0.011145,89.725,195.54,36731.57,31789.28,68520.84
33,R600,cc2,VAL2,4.87364,115.0,20.2302,510.611,1.9287,0.011145,89.725,195.54,36731.57,31789.28,68520.84
34,R600,VAL2,IHX,4.87364,68.0,7.7249,510.611,1.9625,0.120647,8.289,2116.77,28966.53,29635.08,58601.62
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
