label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,7.39706,40.0,3.0,167.792,0.5723,0.007454,134.148,198.51,2727.85,199.02,2926.88
12,water (source),SRC_HX,source outlet,7.39706,20.01,3.0,84.236,0.2966,0.00741,134.959,197.32,0.0,199.02,199.02
21,R1270,SRC_HX,COMP1,2.86497,20.01,8.9222,599.927,2.389,0.157543,6.347,1624.88,0.0,118692.31,118692.31
22,R1270,COMP1,IHX,2.86497,92.72,31.4009,677.857,2.432,0.046811,21.363,482.8,54913.05,129117.39,184030.43
22c,R1270,IHX,cc1,2.86497,66.0,31.4009,384.193,1.5836,0.006807,146.907,70.21,9954.53,129117.39,139071.92
23,R1270,cc1,VAL1,2.86497,66.0,31.4009,384.193,1.5836,0.006807,146.907,70.21,9954.53,129117.39,139071.92
24,R1270,VAL1,SRC_HX,2.86497,15.01,8.9222,384.193,1.6406,0.066648,15.004,687.4,3656.3,118692.31,122348.61
31,R600,IHX,COMP2,4.90935,66.0,6.5399,681.986,2.485,0.312764,3.197,5527.69,47376.11,29430.58,76806.69
32,R600,COMP2,SNK_HX,4.90935,115.38,20.2302,737.693,2.5137,0.089392,11.187,1579.89,92310.4,31789.28,124099.67
32c,R600,SNK_HX,cc2,4.90935,115.0,20.2302,510.611,1.9287,0.011227,89.072,198.42,36731.57,31789.28,68520.84
33,R600,cc2,VAL2,4.90935,115.0,20.2302,510.611,1.9287,0.011227,89.072,198.42,36731.57,31789.28,68520.84
34,R600,VAL2,IHX,4.90935,61.0,6.5399,510.611,1.9724,0.156265,6.399,2761.77,26280.79,29430.58,55711.36
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
