name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,195.8858,3.1091,-34.7078,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,121.0521,1.6206,-8.3398,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-1007.1498,41.1609,85.5806,69.3434,5.0,5.0,24.4686,1.0,1.0,0.9741,0.5343,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,170.2991,222.7237,8.5685,5.0,5.0,6.6248,1.0,1.0,0.9249,0.9922,,,,,
SRC_HX,HeatExchanger,,,,,-811.264,97.1894,80.2741,12.9323,5.0,5.0,8.3472,1.0,1.0,0.7213,0.9548,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.3216,34.7078,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.617,8.3398,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
