label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,60.0,3.0,251.416,0.8311,0.015255,65.552,823.77,10467.41,199.02,10666.43
12,water (source),SRC_HX,source outlet,15.0,47.73,3.0,200.1,0.6742,0.015165,65.942,818.9,5158.51,199.02,5357.54
21,R290,SRC_HX,COMP1,4.46623,47.73,14.5775,627.839,2.3738,0.14367,6.96,2309.99,24964.19,110585.8,135549.99
22,R290,COMP1,IHX,4.46623,103.38,37.641,680.996,2.4022,0.051559,19.395,828.99,65243.33,115154.23,180397.56
22c,R290,IHX,cc1,4.46623,85.0,37.641,455.493,1.7834,0.012271,81.494,197.3,21123.29,115154.23,136277.52
23,R290,cc1,VAL1,4.46623,85.0,37.641,455.493,1.7834,0.012271,81.494,197.3,21123.29,115154.23,136277.52
24,R290,VAL1,SRC_HX,4.46623,42.73,14.5775,455.493,1.8285,0.069628,14.362,1119.51,12479.7,110585.8,123065.5
31,R600a,IHX,COMP2,5.38762,85.0,13.4379,669.267,2.3957,0.156372,6.395,3032.9,59643.49,45289.98,104933.47
32,R600a,COMP2,SNK_HX,5.38762,108.57,21.7777,691.735,2.4075,0.088075,11.354,1708.25,77164.23,46780.02,123944.25
32c,R600a,SNK_HX,cc2,5.38762,105.0,21.7777,482.329,1.8539,0.012902,77.51,250.23,30054.47,46780.02,76834.49
33,R600a,cc2,VAL2,5.38762,105.0,21.7777,482.329,1.8539,0.012902,77.51,250.23,30054.47,46780.02,76834.49
34,R600a,VAL2,IHX,5.38762,80.0,13.4379,482.329,1.8666,0.054278,18.424,1052.75,27813.45,45289.98,73103.44
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
