name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,282.5428,5.6828,-25.8077,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,349.4747,2.8395,-20.0049,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-751.5824,62.6333,70.4326,23.6432,5.0,5.0,11.9997,1.0,1.0,0.9368,0.6553,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,165.8941,213.2945,8.5977,5.0,5.0,6.6371,1.0,1.0,0.8613,0.9917,,,,,
SRC_HX,HeatExchanger,,,,,-469.0396,65.0227,51.8923,10.0,5.0,5.0,7.2135,1.0,1.0,0.6661,0.9051,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.176,25.8077,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3522,20.0049,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
