name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,175.9072,3.257,-20.1373,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,375.2409,4.0775,-18.2393,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-725.8161,57.2818,68.1467,25.7848,5.0,5.0,12.671,1.0,1.0,0.9483,0.7111,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,218.8798,220.21,5.061,5.0,5.0,5.0304,1.0,1.0,0.9171,0.9951,,,,,
SRC_HX,HeatExchanger,,,,,-549.9089,76.2761,60.7606,9.99,5.0,5.0,7.2095,1.0,1.0,0.6662,0.9269,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.307,20.1373,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.2452,18.2393,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
