name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,277.6293,4.1051,-28.1422,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,247.6241,2.3925,-15.1437,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-867.199,64.0883,77.4315,28.5966,5.0,5.0,13.5313,1.0,1.0,0.9338,0.6871,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,175.4047,220.0344,7.9368,5.0,5.0,6.3557,1.0,1.0,0.904,0.9926,,,,,
SRC_HX,HeatExchanger,,,,,-589.5697,84.58,66.8153,9.4012,5.0,5.0,6.9706,1.0,1.0,0.6526,0.9157,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2436,28.1422,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.418,15.1437,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
