name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,138.9029,3.5055,-25.9267,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,399.683,3.243,-21.3582,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-701.3741,26.3692,60.455,78.1102,5.0,5.0,26.5983,1.0,1.0,0.9781,0.3474,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,169.5726,214.2279,8.2575,5.0,5.0,6.4931,1.0,1.0,0.8601,0.992,,,,,
SRC_HX,HeatExchanger,,,,,-562.4712,82.7878,64.5756,8.9733,5.0,5.0,6.7941,1.0,1.0,0.6421,0.9731,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2853,25.9267,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3084,21.3582,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
