label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,50.0,3.0,209.59,0.7037,0.01518,65.875,819.74,6009.15,199.02,6208.17
13,water (source),SRC_HX,source outlet,15.0,40.15,3.0,168.411,0.5743,0.015117,66.15,816.33,2767.51,199.02,2966.54
21,R717,SRC_HX,COMP1,0.66591,40.15,13.5574,1650.714,5.744,0.065291,15.316,156.52,57887.46,293735.41,351622.87
22,R717,COMP1,IHX,0.66591,146.25,42.3195,1863.982,5.8474,0.027947,35.781,67.0,236143.73,298434.29,534578.02
22c,R717,IHX,cc1,0.66591,76.0,42.3195,723.141,2.6774,0.001292,773.711,3.1,24584.33,298434.29,323018.62
23,R717,cc1,VAL1,0.66591,76.0,42.3195,723.141,2.6774,0.001292,773.711,3.1,24584.33,298434.29,323018.62
24,R717,VAL1,SRC_HX,0.66591,35.15,13.5574,723.141,2.7357,0.01285,77.824,30.8,12186.36,293735.41,305921.76
31,R600a,IHX,COMP2,7.5047,76.0,11.1139,658.235,2.3856,0.266923,3.746,7211.43,51988.97,44874.02,96862.98
32,R600a,COMP2,SNK_HX,7.5047,128.66,30.8803,703.721,2.4083,0.075336,13.274,2035.36,87294.02,48401.61,135695.62
32c,R600a,SNK_HX,cc2,7.5047,125.0,30.8803,557.006,2.04,0.021406,46.716,578.32,48542.55,48401.61,96944.15
33,R600a,cc2,VAL2,7.5047,125.0,30.8803,557.006,2.04,0.021406,46.716,578.32,48542.55,48401.61,96944.15
34,R600a,VAL2,IHX,7.5047,71.0,11.1139,557.006,2.0917,0.176905,5.653,4779.42,36918.63,44874.02,81792.64
41,water (sink),sink inlet,SNK_HX,0.5,120.0,1.9867,503.812,1.5279,0.00053,1886.213,0.95,58708.67,97.52,58806.2
43,water (sink),SNK_HX,sink outlet,0.5,120.0,1.9867,2705.926,7.1291,0.445606,2.244,802.09,618829.26,97.52,618926.78
