label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,40.0,3.0,167.792,0.5723,0.015116,66.154,816.28,2727.85,199.02,2926.88
13,water (source),SRC_HX,source outlet,15.0,29.26,3.0,122.891,0.4264,0.015061,66.397,813.29,598.22,199.02,797.24
21,R717,SRC_HX,COMP1,0.74965,29.26,9.7988,1643.878,5.8615,0.100917,9.909,272.35,17215.3,293119.92,310335.22
22,R717,COMP1,IHX,0.74965,176.5,46.0954,1945.709,5.9989,0.031796,31.451,85.81,272846.74,299049.72,571896.46
22c,R717,IHX,cc1,0.74965,80.0,46.0954,745.433,2.7388,0.001479,676.213,3.99,28267.87,299049.72,327317.59
23,R717,cc1,VAL1,0.74965,80.0,46.0954,745.433,2.7388,0.001479,676.213,3.99,28267.87,299049.72,327317.59
24,R717,VAL1,SRC_HX,0.74965,24.26,9.7988,745.433,2.841,0.024968,40.051,67.38,4235.25,293119.92,297355.17
31,R600a,IHX,COMP2,6.1654,80.0,12.1068,663.204,2.3902,0.200252,4.994,4444.67,55448.57,45051.78,100500.35
32,R600a,COMP2,SNK_HX,6.1654,118.28,26.0191,698.082,2.408,0.07926,12.617,1759.2,82605.6,47536.22,130141.82
32c,R600a,SNK_HX,cc2,6.1654,115.0,26.0191,517.263,1.9423,0.015835,63.152,351.46,38311.81,47536.22,85848.03
33,R600a,cc2,VAL2,6.1654,115.0,26.0191,517.263,1.9423,0.015835,63.152,351.46,38311.81,47536.22,85848.03
34,R600a,VAL2,IHX,6.1654,75.0,12.1068,517.263,1.9712,0.100674,9.933,2234.51,32324.07,45051.78,77375.85
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
43,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
