name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,261.3634,3.3935,-22.0899,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,163.6603,2.0765,-8.7098,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-964.5415,89.9166,92.4708,19.7192,5.0,5.0,10.7271,1.0,1.0,0.9342,0.8343,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,194.4362,225.0792,6.6864,5.0,5.0,5.8024,1.0,1.0,0.9416,0.9939,,,,,
SRC_HX,HeatExchanger,,,,,-703.1781,91.3846,74.2106,11.2179,5.0,5.0,7.6947,1.0,1.0,0.6916,0.8961,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2947,22.0899,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.4816,8.7098,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
