name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,175.6111,3.5226,-14.2442,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,363.0984,4.4164,-15.6496,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-751.7247,68.1021,73.2294,20.6612,5.0,5.0,11.0382,1.0,1.0,0.9549,0.7861,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,222.9646,222.9646,5.0,5.0,5.0,5.0,1.0,1.0,0.931,0.9953,,,,,
SRC_HX,HeatExchanger,,,,,-576.1136,83.7838,65.791,9.1716,5.0,5.0,6.8762,1.0,1.0,0.6467,0.9374,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2839,14.2442,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.2264,15.6496,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
