label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,20.0,3.0,84.194,0.2964,0.015026,66.553,811.38,-0.0,199.02,199.02
12,water (source),SRC_HX,source outlet,15.0,10.83,3.0,45.787,0.1633,0.015004,66.648,810.23,613.89,199.02,812.91
21,R290,SRC_HX,COMP1,2.32723,10.83,5.6465,590.193,2.3983,0.195056,5.127,1634.18,263.66,90460.76,90724.41
22,R290,COMP1,IHX,2.32723,72.66,19.8907,665.652,2.4423,0.057843,17.288,484.61,41631.29,111643.1,153274.39
22c,R290,IHX,cc1,2.32723,52.0,19.8907,342.64,1.4663,0.005217,191.694,43.71,4741.44,111643.1,116384.55
23,R290,cc1,VAL1,2.32723,52.0,19.8907,342.64,1.4663,0.005217,191.694,43.71,4741.44,111643.1,116384.55
24,R290,VAL1,SRC_HX,2.32723,5.83,5.6465,342.64,1.5112,0.069195,14.452,579.72,12755.41,90460.76,103216.17
31,R600,IHX,COMP2,4.96735,52.0,4.5807,661.944,2.4692,0.448677,2.229,8023.45,32302.3,29092.29,61394.58
32,R600,COMP2,SNK_HX,4.96735,115.0,20.2302,735.041,2.5069,0.089555,11.166,1601.46,91660.99,31789.28,123450.27
32c,R600,SNK_HX,cc2,4.96735,115.0,20.2302,510.611,1.9287,0.01136,88.032,203.14,36731.57,31789.28,68520.84
33,R600,cc2,VAL2,4.96735,115.0,20.2302,510.611,1.9287,0.01136,88.032,203.14,36731.57,31789.28,68520.84
34,R600,VAL2,IHX,4.96735,47.0,4.5807,510.611,1.9968,0.25833,3.871,4619.57,19469.95,29092.29,48562.24
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
