name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,172.2699,3.739,-18.5208,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,425.7658,4.8746,-19.2084,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-675.2913,50.6865,63.3097,27.9088,5.0,5.0,13.3229,1.0,1.0,0.9544,0.6828,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,220.2114,220.2114,5.0,5.0,5.0,5.0,1.0,1.0,0.9165,0.9951,,,,,
SRC_HX,HeatExchanger,,,,,-503.0213,69.7336,55.5255,10.0,5.0,5.0,7.2135,1.0,1.0,0.6661,0.9339,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2675,18.5208,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.2051,19.2084,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
