label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,50.0,3.0,209.59,0.7037,0.01518,65.875,819.74,6009.15,199.02,6208.17
12,water (source),SRC_HX,source outlet,15.0,38.87,3.0,163.067,0.5572,0.01511,66.182,815.93,2434.09,199.02,2633.11
21,R1270,SRC_HX,COMP1,3.37135,38.87,14.3095,615.222,2.3632,0.114371,8.743,1388.1,15734.52,125821.54,141556.06
22,R1270,COMP1,IHX,3.37135,95.65,35.8475,670.219,2.3932,0.045554,21.952,552.88,57794.02,129969.82,187763.84
22c,R1270,IHX,cc1,3.37135,73.0,35.8475,408.232,1.6506,0.008411,118.894,102.08,13502.1,129969.82,143471.92
23,R1270,cc1,VAL1,3.37135,73.0,35.8475,408.232,1.6506,0.008411,118.894,102.08,13502.1,129969.82,143471.92
24,R1270,VAL1,SRC_HX,3.37135,33.87,14.3095,408.232,1.6893,0.046158,21.665,560.22,6303.65,125821.54,132125.19
31,R600,IHX,COMP2,4.87364,73.0,7.7249,691.841,2.4935,0.262903,3.804,4612.66,54532.72,29635.08,84167.81
32,R600,COMP2,SNK_HX,4.87364,115.94,20.2302,739.357,2.518,0.089264,11.203,1566.15,92719.74,31789.28,124509.02
32c,R600,SNK_HX,cc2,4.87364,115.0,20.2302,510.611,1.9287,0.011145,89.725,195.54,36731.57,31789.28,68520.84
33,R600,cc2,VAL2,4.87364,115.0,20.2302,510.611,1.9287,0.011145,89.725,195.54,36731.57,31789.28,68520.84
34,R600,VAL2,IHX,4.87364,68.0,7.7249,510.611,1.9625,0.120647,8.289,2116.77,28966.53,29635.08,58601.62
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
