label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,20.0,3.0,84.194,0.2964,0.015026,66.553,811.38,-0.0,199.02,199.02
12,water (source),SRC_HX,source outlet,15.0,11.21,3.0,47.367,0.1689,0.015005,66.645,810.26,563.92,199.02,762.95
21,R1270,SRC_HX,COMP1,2.84545,11.21,6.9991,591.877,2.4024,0.198874,5.028,2037.19,232.0,106504.05,106736.04
22,R1270,COMP1,IHX,2.84545,100.77,33.8852,690.578,2.4557,0.044109,22.671,451.83,60208.57,129593.88,189802.44
22c,R1270,IHX,cc1,2.84545,70.0,33.8852,397.741,1.6216,0.006944,143.999,71.14,11898.41,129593.88,141492.28
23,R1270,cc1,VAL1,2.84545,70.0,33.8852,397.741,1.6216,0.006944,143.999,71.14,11898.41,129593.88,141492.28
24,R1270,VAL1,SRC_HX,2.84545,6.21,6.9991,397.741,1.7077,0.098529,10.149,1009.29,9738.33,106504.05,116242.38
31,R600a,IHX,COMP2,6.2485,70.0,9.7386,650.615,2.3787,0.255117,3.92,5738.77,46632.21,44627.67,91259.89
32,R600a,COMP2,SNK_HX,6.2485,117.6,26.0191,695.677,2.4019,0.079477,12.582,1787.8,82003.34,47536.22,129539.56
32c,R600a,SNK_HX,cc2,6.2485,115.0,26.0191,517.263,1.9423,0.016048,62.312,361.0,38311.81,47536.22,85848.03
33,R600a,cc2,VAL2,6.2485,115.0,26.0191,517.263,1.9423,0.016048,62.312,361.0,38311.81,47536.22,85848.03
34,R600a,VAL2,IHX,6.2485,65.0,9.7386,517.263,1.9846,0.143851,6.952,3235.86,28816.96,44627.67,73444.64
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
