label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,14.32567,30.0,3.0,126.004,0.4367,0.014387,69.507,741.97,697.18,199.02,896.2
12,water (source),SRC_HX,source outlet,14.32567,20.01,3.0,84.236,0.2966,0.01435,69.686,740.07,0.0,199.02,199.02
21,R717,SRC_HX,COMP1,0.59596,20.01,7.2843,1636.244,5.9666,0.106765,9.366,229.06,0.0,271900.35,271900.35
22,R717,COMP1,IHX,0.59596,145.72,28.7894,1897.073,6.094,0.038605,25.904,82.82,199156.79,296226.28,495383.07
22c,R717,IHX,cc1,0.59596,59.0,28.7894,632.238,2.418,0.001088,918.977,2.33,11922.35,296226.28,308148.63
23,R717,cc1,VAL1,0.59596,59.0,28.7894,632.238,2.418,0.001088,918.977,2.33,11922.35,296226.28,308148.63
24,R717,VAL1,SRC_HX,0.59596,15.01,7.2843,632.238,2.4828,0.01948,51.334,41.79,17260.39,271900.35,289160.74
31,R600a,IHX,COMP2,6.33575,59.0,7.5474,636.238,2.3663,0.335473,2.981,7651.7,36303.01,44234.97,80537.98
32,R600a,COMP2,SNK_HX,6.33575,116.93,26.0191,693.221,2.3956,0.079693,12.548,1817.69,81391.27,47536.22,128927.49
32c,R600a,SNK_HX,cc2,6.33575,115.0,26.0191,517.263,1.9423,0.016272,61.454,371.15,38311.81,47536.22,85848.03
33,R600a,cc2,VAL2,6.33575,115.0,26.0191,517.263,1.9423,0.016272,61.454,371.15,38311.81,47536.22,85848.03
34,R600a,VAL2,IHX,6.33575,54.0,7.5474,517.263,2.0028,0.210079,4.76,4791.63,23868.51,44234.97,68103.49
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
