name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,230.6837,3.969,-21.7246,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,313.5405,3.2784,-16.7946,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-787.5165,70.9031,75.474,20.8709,5.0,5.0,11.1069,1.0,1.0,0.94,0.7635,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,206.3506,220.0481,5.6864,5.0,5.0,5.3359,1.0,1.0,0.9179,0.9945,,,,,
SRC_HX,HeatExchanger,,,,,-556.8328,77.2365,61.5945,9.99,5.0,5.0,7.2095,1.0,1.0,0.6662,0.9124,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.252,21.7246,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.305,16.7946,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
