name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,309.5081,4.9608,-28.9816,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,286.5686,2.3951,-17.9871,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-814.4884,69.9821,75.4805,22.5109,5.0,5.0,11.6385,1.0,1.0,0.9225,0.6783,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,161.1499,211.9787,9.0659,5.0,5.0,6.8325,1.0,1.0,0.863,0.9912,,,,,
SRC_HX,HeatExchanger,,,,,-504.9803,30.0072,27.7854,39.99,5.0,5.0,16.8287,1.0,1.0,0.8887,0.6666,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2016,28.9816,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.4175,17.9871,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
