name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,279.0657,4.9951,-22.7888,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,281.57,2.6718,-16.2806,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-833.253,71.1072,79.0308,22.7596,5.0,5.0,11.7183,1.0,1.0,0.9422,0.7295,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,179.4806,220.5591,7.6042,5.0,5.0,6.2114,1.0,1.0,0.9034,0.9929,,,,,
SRC_HX,HeatExchanger,,,,,-554.1873,82.3271,64.3415,8.823,5.0,5.0,6.7315,1.0,1.0,0.6378,0.9227,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2002,22.7888,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3743,16.2806,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
