Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,15,20,3,84.19,296.4,2.985,0.199,-6.032e-11,0.199,0,-0,0,-0,-0,0
12,15,13.05,3,55.09,195.9,8.247,0.5498,0.3508,0.199,32.86,-4.089e-16,32.86,1734,-3.805e-14,1107
21,1.785,13.05,7.373,593.6,2399,195.2,109.3,0.1459,109.2,0.3638,72.08,72.45,388,102.7,103.1
22,1.785,81.7,25.28,670.7,2443,309.8,173.5,45.6,127.9,30.11,84.48,114.6,102.7,102.7,102.7
22c,1.785,55,25.28,349.1,1483,238.5,133.6,5.625,127.9,3.714,84.48,88.2,102.7,102.7,102.7
23,1.785,55,25.28,349.1,1483,238.5,133.6,5.625,127.9,3.714,84.48,88.2,102.7,102.7,102.7
24,1.785,8.048,7.373,349.1,1530,213.6,119.6,10.46,109.2,26.09,72.08,98.17,388,102.7,127.7
31,7.77,55,6.849,630.9,2362,594.3,76.49,32.38,44.11,114.6,117.8,232.4,126.6,95.45,108.6
32,7.77,127.6,30.88,698.7,2396,1044,134.3,85.95,48.4,257.6,129.2,386.9,107.2,95.45,103
32c,7.77,125,30.88,557,2040,753.2,96.94,48.54,48.4,145.5,129.2,274.8,107.2,95.45,101.3
33,7.77,125,30.88,557,2040,753.2,96.94,48.54,48.4,145.5,129.2,274.8,107.2,95.45,101.3
34,7.77,50,6.849,557,2133,540.5,69.56,25.45,44.11,76.31,117.8,194.1,107.2,95.45,99.74
41,0.5,120,1.987,503.8,1528,29.4,58.81,58.71,0.09752,0,0,0,0,0,0
42,0.5,120,1.987,2706,7129,309.5,618.9,618.8,0.09752,120.3,-0,153.1,108,-0,137.5
