name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,229.3598,3.5747,-23.0541,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,267.3788,3.0193,-13.5299,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-847.4443,65.0981,78.2127,26.91,5.0,5.0,13.0179,1.0,1.0,0.9438,0.7522,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,213.3288,222.9064,5.4584,5.0,5.0,5.2258,1.0,1.0,0.9318,0.9949,,,,,
SRC_HX,HeatExchanger,,,,,-618.0845,86.381,68.6919,9.8557,5.0,5.0,7.1553,1.0,1.0,0.6632,0.9226,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2797,23.0541,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3312,13.5299,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
