label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,20.0,3.0,84.194,0.2964,0.015026,66.553,811.38,-0.0,199.02,199.02
12,water (source),SRC_HX,source outlet,15.0,10.2,3.0,43.152,0.154,0.015003,66.652,810.18,701.99,199.02,901.02
21,R290,SRC_HX,COMP1,2.99382,10.2,5.5436,589.486,2.3989,0.255442,3.915,2753.09,300.57,89548.33,89848.9
22,R290,COMP1,IHX,2.99382,87.41,25.8676,681.389,2.4503,0.056444,17.717,608.34,53836.46,112828.92,166665.38
22c,R290,IHX,cc1,2.99382,65.0,25.8676,383.851,1.5864,0.007151,139.845,77.07,9565.73,112828.92,122394.65
23,R290,cc1,VAL1,2.99382,65.0,25.8676,383.851,1.5864,0.007151,139.845,77.07,9565.73,112828.92,122394.65
24,R290,VAL1,SRC_HX,2.99382,5.2,5.5436,383.851,1.6604,0.118646,8.428,1278.74,11150.56,89548.33,100698.89
31,R600a,IHX,COMP2,5.50514,65.0,8.6916,644.137,2.373,0.252639,3.958,5006.93,42018.09,44440.08,86458.17
32,R600a,COMP2,SNK_HX,5.50514,107.1,21.7777,687.265,2.3958,0.088461,11.304,1753.16,76133.69,46780.02,122913.71
32c,R600a,SNK_HX,cc2,5.50514,105.0,21.7777,482.329,1.8539,0.013183,75.856,261.27,30054.47,46780.02,76834.49
33,R600a,cc2,VAL2,5.50514,105.0,21.7777,482.329,1.8539,0.013183,75.856,261.27,30054.47,46780.02,76834.49
34,R600a,VAL2,IHX,5.50514,60.0,8.6916,482.329,1.8876,0.121002,8.264,2398.08,22521.16,44440.08,66961.23
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
