label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,50.0,3.0,209.59,0.7037,0.01518,65.875,819.74,6009.15,199.02,6208.17
12,water (source),SRC_HX,source outlet,15.0,37.6,3.0,157.756,0.5401,0.015103,66.213,815.55,2123.09,199.02,2322.11
21,R717,SRC_HX,COMP1,0.83449,37.6,12.5933,1649.339,5.771,0.08797,11.368,264.28,48755.6,293577.57,342333.17
22,R717,COMP1,IHX,0.83449,148.59,41.4129,1873.474,5.8791,0.036239,27.594,108.87,236469.6,298286.48,534756.08
22c,R717,IHX,cc1,0.83449,75.0,41.4129,717.629,2.6621,0.001613,619.842,4.85,23707.01,298286.48,321993.48
23,R717,cc1,VAL1,0.83449,75.0,41.4129,717.629,2.6621,0.001613,619.842,4.85,23707.01,298286.48,321993.48
24,R717,VAL1,SRC_HX,0.83449,32.6,12.5933,717.629,2.7241,0.017581,56.879,52.82,10239.38,293577.57,303816.95
31,R600,IHX,COMP2,4.46306,75.0,8.0908,694.63,2.496,0.229775,4.352,3691.79,56531.77,29698.23,86230.0
32,R600,COMP2,SNK_HX,4.46306,106.69,16.8006,731.3,2.5154,0.102911,9.717,1653.47,86023.14,31199.21,117222.35
32c,R600,SNK_HX,cc2,4.46306,105.0,16.8006,478.513,1.8469,0.00975,102.569,156.65,29194.29,31199.21,60393.49
33,R600,cc2,VAL2,4.46306,105.0,16.8006,478.513,1.8469,0.00975,102.569,156.65,29194.29,31199.21,60393.49
34,R600,VAL2,IHX,4.46306,70.0,8.0908,478.513,1.8664,0.080257,12.46,1289.5,24974.71,29698.23,54672.94
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
