name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,286.2703,5.0111,-27.1232,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,281.57,2.6718,-16.2806,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-833.253,58.195,74.3432,31.2305,5.0,5.0,14.3183,1.0,1.0,0.9423,0.6623,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,179.4806,220.5591,7.6042,5.0,5.0,6.2114,1.0,1.0,0.9034,0.9929,,,,,
SRC_HX,HeatExchanger,,,,,-546.9828,75.8279,60.4517,10.0,5.0,5.0,7.2135,1.0,1.0,0.6661,0.9185,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.1996,27.1232,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3743,16.2806,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
