name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,216.1687,3.6953,-45.8314,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,172.6815,1.9782,-12.0732,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-928.3755,34.2756,73.396,80.2325,4.9872,5.0,27.0856,0.9952,0.988,0.9716,0.4783,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,169.7541,205.3325,8.2412,5.0,5.0347,6.4862,0.9898,1.0,0.9204,0.992,,,,,
SRC_HX,HeatExchanger,,,,,-712.2068,90.237,74.5178,11.7304,5.0,5.0,7.8926,1.0,0.9898,0.6944,0.9554,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2747,45.3564,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.517,11.6732,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
