label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,60.0,3.0,251.416,0.8311,0.015255,65.552,823.77,10467.41,199.02,10666.43
13,water (source),SRC_HX,source outlet,15.0,48.55,3.0,203.547,0.6849,0.01517,65.918,819.2,5460.41,199.02,5659.43
21,R717,SRC_HX,COMP1,0.87462,48.55,17.1359,1654.188,5.6567,0.067977,14.711,214.03,86355.43,294321.1,380676.53
22,R717,COMP1,IHX,0.87462,173.65,62.5512,1900.693,5.7689,0.02574,38.849,81.05,292556.18,301728.13,594284.3
22c,R717,IHX,cc1,0.87462,95.0,62.5512,833.217,2.9728,0.00185,540.453,5.83,44760.4,301728.13,346488.53
23,R717,cc1,VAL1,0.87462,95.0,62.5512,833.217,2.9728,0.00185,540.453,5.83,44760.4,301728.13,346488.53
24,R717,VAL1,SRC_HX,0.87462,43.55,17.1359,833.217,3.0649,0.018154,55.084,57.16,25170.51,294321.1,319491.61
31,R600,IHX,COMP2,5.27664,95.0,12.4927,721.585,2.521,0.173118,5.776,3288.53,75387.57,30457.27,105844.83
32,R600,COMP2,SNK_HX,5.27664,127.7,24.1659,753.314,2.5369,0.078389,12.757,1489.07,100456.51,32465.73,132922.24
32c,R600,SNK_HX,cc2,5.27664,125.0,24.1659,544.648,2.0129,0.012763,78.349,242.45,45404.57,32465.73,77870.29
33,R600,cc2,VAL2,5.27664,125.0,24.1659,544.648,2.0129,0.012763,78.349,242.45,45404.57,32465.73,77870.29
34,R600,VAL2,IHX,5.27664,90.0,12.4927,544.648,2.034,0.07414,13.488,1408.36,41215.33,30457.27,71672.6
41,water (sink),sink inlet,SNK_HX,0.5,120.0,1.9867,503.812,1.5279,0.00053,1886.213,0.95,58708.67,97.52,58806.2
43,water (sink),SNK_HX,sink outlet,0.5,120.0,1.9867,2705.926,7.1291,0.445606,2.244,802.09,618829.26,97.52,618926.78
