Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,15,20,3,84.19,296.4,2.985,0.199,-6.032e-11,0.199,0,-0,0,-0,-0,0
12,15,11.09,3,46.9,167.2,11.66,0.7775,0.5785,0.199,22.49,-2.456e-17,22.49,719.8,-2.285e-15,535.6
21,0.6149,11.09,5.361,1627,6074,142.5,231.7,0.3693,231.3,0.1493,38.83,38.98,182.6,75.83,76
22,0.6149,206.8,41.41,2041,6252,364.7,593.1,294.8,298.3,49.49,50.07,99.55,75.83,75.83,75.83
22c,0.6149,75,41.41,717.6,2662,198,322,23.71,298.3,3.979,50.07,54.05,75.83,75.83,75.83
23,0.6149,75,41.41,717.6,2662,198,322,23.71,298.3,3.979,50.07,54.05,75.83,75.83,75.83
24,0.6149,6.094,5.361,717.6,2816,170.2,276.9,45.55,231.3,18.41,38.83,57.24,182.6,75.83,93.4
31,5.426,75,8.091,694.6,2496,467.8,86.23,56.53,29.7,116.2,45.15,161.4,105.3,77.84,95.81
32,5.426,126,24.17,747.6,2523,712.9,131.4,98.93,32.47,180.7,49.36,230,93.5,77.84,89.63
32c,5.426,125,24.17,544.6,2013,422.5,77.87,45.4,32.47,82.92,49.36,132.3,93.5,77.84,86.97
33,5.426,125,24.17,544.6,2013,422.5,77.87,45.4,32.47,82.92,49.36,132.3,93.5,77.84,86.97
34,5.426,70,8.091,544.6,2059,348.9,64.31,34.61,29.7,63.21,45.15,108.4,93.5,77.84,86.27
41,0.5,120,1.987,503.8,1528,29.4,58.81,58.71,0.09752,0,0,0,0,0,0
42,0.5,120,1.987,2706,7129,309.5,618.9,618.8,0.09752,102.5,-0,125,92.02,-0,112.2
