label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,8.39692,40.0,3.0,167.792,0.5723,0.008462,118.175,255.8,2727.85,199.02,2926.88
12,water (source),SRC_HX,source outlet,8.39692,20.01,3.0,84.236,0.2966,0.008411,118.888,254.26,0.0,199.02,199.02
21,R717,SRC_HX,COMP1,0.73759,20.01,7.2843,1636.244,5.9666,0.132138,7.568,350.87,0.0,271900.35,271900.35
22,R717,COMP1,IHX,0.73759,170.37,36.2748,1948.79,6.1111,0.040079,24.951,106.42,244621.43,297448.37,542069.8
22c,R717,IHX,cc1,0.73759,69.0,36.2748,685.022,2.5704,0.001394,717.321,3.7,18798.18,297448.37,316246.55
23,R717,cc1,VAL1,0.73759,69.0,36.2748,685.022,2.5704,0.001394,717.321,3.7,18798.18,297448.37,316246.55
24,R717,VAL1,SRC_HX,0.73759,15.01,7.2843,685.022,2.666,0.029696,33.675,78.85,16346.35,271900.35,288246.7
31,R600,IHX,COMP2,4.48766,69.0,7.0299,686.226,2.4886,0.266067,3.758,4298.47,50473.75,29515.15,79988.9
32,R600,COMP2,SNK_HX,4.48766,106.17,16.8006,729.913,2.5117,0.103034,9.706,1664.58,85707.54,31199.21,116906.75
32c,R600,SNK_HX,cc2,4.48766,105.0,16.8006,478.513,1.8469,0.009803,102.006,158.38,29194.29,31199.21,60393.49
33,R600,cc2,VAL2,4.48766,105.0,16.8006,478.513,1.8469,0.009803,102.006,158.38,29194.29,31199.21,60393.49
34,R600,VAL2,IHX,4.48766,64.0,7.0299,478.513,1.8728,0.102879,9.72,1662.07,23298.54,29515.15,52813.69
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
