name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,171.6459,3.1587,-19.8595,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,375.2409,4.0775,-18.2393,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-725.8161,57.8477,68.3033,25.3858,5.0,5.0,12.547,1.0,1.0,0.9481,0.7143,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,218.8798,220.21,5.061,5.0,5.0,5.0304,1.0,1.0,0.9171,0.9951,,,,,
SRC_HX,HeatExchanger,,,,,-554.1703,82.253,64.2264,8.837,5.0,5.0,6.7374,1.0,1.0,0.6384,0.9346,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.3166,19.8595,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.2452,18.2393,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
