label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,40.0,3.0,167.792,0.5723,0.015116,66.154,816.28,2727.85,199.02,2926.88
12,water (source),SRC_HX,source outlet,15.0,31.28,3.0,131.371,0.4543,0.01507,66.356,813.79,885.19,199.02,1084.21
21,R290,SRC_HX,COMP1,2.54163,31.28,9.8357,612.187,2.3833,0.123008,8.13,1125.5,7472.34,109639.6,117111.94
22,R290,COMP1,IHX,2.54163,87.38,27.9524,673.192,2.4174,0.042293,23.644,386.98,54896.05,113241.67,168137.72
22c,R290,IHX,cc1,2.54163,69.0,27.9524,397.237,1.6243,0.006211,161.002,56.83,11436.87,113241.67,124678.54
23,R290,cc1,VAL1,2.54163,69.0,27.9524,397.237,1.6243,0.006211,161.002,56.83,11436.87,113241.67,124678.54
24,R290,VAL1,SRC_HX,2.54163,26.28,9.8357,397.237,1.6657,0.049179,20.334,449.98,2879.47,109639.6,112519.07
31,R600a,IHX,COMP2,7.597,69.0,9.5221,649.328,2.3776,0.317463,3.15,8682.36,45720.23,44588.9,90309.13
32,R600a,COMP2,SNK_HX,7.597,128.26,30.8803,701.939,2.4039,0.075567,13.233,2066.7,86812.68,48401.61,135214.29
32c,R600a,SNK_HX,cc2,7.597,125.0,30.8803,557.006,2.04,0.021669,46.148,592.63,48542.55,48401.61,96944.15
33,R600a,cc2,VAL2,7.597,125.0,30.8803,557.006,2.04,0.021669,46.148,592.63,48542.55,48401.61,96944.15
34,R600a,VAL2,IHX,7.597,64.0,9.5221,557.006,2.104,0.222589,4.493,6087.63,33602.47,44588.9,78191.37
41,water (sink),sink inlet,SNK_HX,0.5,120.0,1.9867,503.812,1.5279,0.00053,1886.213,0.95,58708.67,97.52,58806.2
42,water (sink),SNK_HX,sink outlet,0.5,120.0,1.9867,2705.926,7.1291,0.445606,2.244,802.09,618829.26,97.52,618926.78
