label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,60.0,3.0,251.416,0.8311,0.015255,65.552,823.77,10467.41,199.02,10666.43
13,water (source),SRC_HX,source outlet,15.0,48.37,3.0,202.76,0.6825,0.015169,65.923,819.13,5390.83,199.02,5589.85
21,R290,SRC_HX,COMP1,4.22107,48.37,14.7893,628.395,2.3734,0.133706,7.479,2031.77,25587.46,110628.0,136215.46
22,R290,COMP1,IHX,4.22107,103.29,37.641,680.683,2.4013,0.04867,20.547,739.58,65173.91,115154.23,180328.14
22c,R290,IHX,cc1,4.22107,85.0,37.641,455.493,1.7834,0.011597,86.227,176.23,21123.29,115154.23,136277.52
23,R290,cc1,VAL1,4.22107,85.0,37.641,455.493,1.7834,0.011597,86.227,176.23,21123.29,115154.23,136277.52
24,R290,VAL1,SRC_HX,4.22107,43.37,14.7893,455.493,1.8275,0.064376,15.534,978.25,12740.23,110628.0,123368.23
31,R600,IHX,COMP2,4.80708,85.0,10.1159,708.349,2.5086,0.196925,5.078,3407.88,66221.25,30047.54,96268.79
32,R600,COMP2,SNK_HX,4.80708,117.01,20.2302,742.524,2.5261,0.089015,11.234,1540.45,93503.98,31789.28,125293.25
32c,R600,SNK_HX,cc2,4.80708,115.0,20.2302,510.611,1.9287,0.010993,90.967,190.24,36731.57,31789.28,68520.84
33,R600,cc2,VAL2,4.80708,115.0,20.2302,510.611,1.9287,0.010993,90.967,190.24,36731.57,31789.28,68520.84
34,R600,VAL2,IHX,4.80708,80.0,10.1159,510.611,1.9489,0.075685,13.213,1309.77,32559.37,30047.54,62606.91
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
43,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
