label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,40.0,3.0,167.792,0.5723,0.015116,66.154,816.28,2727.85,199.02,2926.88
13,water (source),SRC_HX,source outlet,15.0,30.31,3.0,127.301,0.4409,0.015066,66.376,813.54,740.63,199.02,939.65
21,R717,SRC_HX,COMP1,0.69752,30.31,10.1233,1644.647,5.8498,0.09098,10.991,228.46,21346.94,293173.06,314520.0
22,R717,COMP1,IHX,0.69752,185.89,51.1642,1963.115,5.9919,0.027118,36.875,68.1,291471.24,299875.38,591346.62
22c,R717,IHX,cc1,0.69752,85.0,51.1642,773.897,2.816,0.001406,711.237,3.53,33277.64,299875.38,333153.02
23,R717,cc1,VAL1,0.69752,85.0,51.1642,773.897,2.816,0.001406,711.237,3.53,33277.64,299875.38,333153.02
24,R717,VAL1,SRC_HX,0.69752,25.31,10.1233,773.897,2.9328,0.024374,41.028,61.2,5728.74,293173.06,298901.8
31,R600a,IHX,COMP2,7.38906,85.0,13.4379,669.267,2.3957,0.214462,4.663,5704.82,59643.49,45289.98,104933.47
32,R600a,COMP2,SNK_HX,7.38906,129.18,30.8803,706.018,2.414,0.075038,13.327,1996.05,87916.06,48401.61,136317.66
32c,R600a,SNK_HX,cc2,7.38906,125.0,30.8803,557.006,2.04,0.021076,47.447,560.64,48542.55,48401.61,96944.15
33,R600a,cc2,VAL2,7.38906,125.0,30.8803,557.006,2.04,0.021076,47.447,560.64,48542.55,48401.61,96944.15
34,R600a,VAL2,IHX,7.38906,80.0,13.4379,557.006,2.0781,0.130949,7.637,3483.33,40500.97,45289.98,85790.96
41,water (sink),sink inlet,SNK_HX,0.5,120.0,1.9867,503.812,1.5279,0.00053,1886.213,0.95,58708.67,97.52,58806.2
43,water (sink),SNK_HX,sink outlet,0.5,120.0,1.9867,2705.926,7.1291,0.445606,2.244,802.09,618829.26,97.52,618926.78
