name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,174.0741,3.1932,-38.1277,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,242.3601,2.1183,-16.3024,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-858.6969,34.621,72.1593,70.7042,5.0,5.0,24.8028,1.0,1.0,0.973,0.4091,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,157.8563,210.9889,9.4122,5.0,5.0,6.9751,1.0,1.0,0.8641,0.9909,,,,,
SRC_HX,HeatExchanger,,,,,-684.6228,90.3717,72.8081,10.9127,5.0,5.0,7.5756,1.0,1.0,0.6859,0.9598,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.3132,38.1277,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.4721,16.3024,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
