label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,50.0,3.0,209.59,0.7037,0.01518,65.875,819.74,6009.15,199.02,6208.17
12,water (source),SRC_HX,source outlet,15.0,37.83,3.0,158.737,0.5433,0.015104,66.208,815.62,2179.01,199.02,2378.03
21,R717,SRC_HX,COMP1,0.79534,37.83,12.6799,1649.471,5.7685,0.083281,12.007,238.45,49606.31,293591.74,343198.05
22,R717,COMP1,IHX,0.79534,136.66,37.0961,1849.107,5.8675,0.037479,26.682,107.31,216224.99,297582.37,513807.36
22c,R717,IHX,cc1,0.79534,70.0,37.0961,690.403,2.5857,0.001509,662.807,4.32,19574.65,297582.37,317157.02
23,R717,cc1,VAL1,0.79534,70.0,37.0961,690.403,2.5857,0.001509,662.807,4.32,19574.65,297582.37,317157.02
24,R717,VAL1,SRC_HX,0.79534,32.83,12.6799,690.403,2.6345,0.01467,68.166,42.0,9257.19,293591.74,302848.93
31,R600a,IHX,COMP2,5.47617,70.0,9.7386,650.615,2.3787,0.223584,4.473,4407.78,46632.21,44627.67,91259.89
32,R600a,COMP2,SNK_HX,5.47617,107.45,21.7777,688.349,2.3986,0.088369,11.316,1742.12,76382.43,46780.02,123162.45
32c,R600a,SNK_HX,cc2,5.47617,105.0,21.7777,482.329,1.8539,0.013114,76.257,258.52,30054.47,46780.02,76834.49
33,R600a,cc2,VAL2,5.47617,105.0,21.7777,482.329,1.8539,0.013114,76.257,258.52,30054.47,46780.02,76834.49
34,R600a,VAL2,IHX,5.47617,65.0,9.7386,482.329,1.8813,0.100145,9.986,1974.28,24168.06,44627.67,68795.74
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
