name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,193.3182,3.882,-27.1509,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,219.1372,2.3503,-12.6555,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-909.0646,32.0005,75.4785,85.7531,4.9963,5.0,28.4078,0.9918,0.9842,0.9785,0.4653,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,177.308,210.2475,7.9536,5.0,5.0304,6.3629,0.9887,1.0,0.9238,0.9928,,,,,
SRC_HX,HeatExchanger,,,,,-715.7464,89.4818,74.6549,12.0081,5.0,5.0,7.9988,1.0,0.9818,0.6954,0.9651,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2646,26.6759,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.4372,12.2555,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
