label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,40.0,3.0,167.792,0.5723,0.015116,66.154,816.28,2727.85,199.02,2926.88
13,water (source),SRC_HX,source outlet,15.0,29.62,3.0,124.42,0.4314,0.015062,66.39,813.37,645.89,199.02,844.92
21,R717,SRC_HX,COMP1,0.66717,29.62,9.9104,1644.147,5.8574,0.088833,11.257,213.36,18652.06,293138.19,311790.26
22,R717,COMP1,IHX,0.66717,142.76,33.8924,1875.761,5.971,0.035661,28.042,85.65,213056.87,297059.56,510116.43
22c,R717,IHX,cc1,0.66717,66.0,33.8924,668.995,2.5247,0.001247,801.61,3.0,16566.87,297059.56,313626.43
23,R717,cc1,VAL1,0.66717,66.0,33.8924,668.995,2.5247,0.001247,801.61,3.0,16566.87,297059.56,313626.43
24,R717,VAL1,SRC_HX,0.66717,24.62,9.9104,668.995,2.583,0.016295,61.37,39.14,3393.93,293138.19,296532.12
31,R600a,IHX,COMP2,6.28121,66.0,8.894,645.441,2.3742,0.281549,3.552,6366.49,42951.74,44476.35,87428.09
32,R600a,COMP2,SNK_HX,6.28121,117.35,26.0191,694.748,2.3995,0.079559,12.569,1799.02,81771.5,47536.22,129307.72
32c,R600a,SNK_HX,cc2,6.28121,115.0,26.0191,517.263,1.9423,0.016132,61.988,364.79,38311.81,47536.22,85848.03
33,R600a,cc2,VAL2,6.28121,115.0,26.0191,517.263,1.9423,0.016132,61.988,364.79,38311.81,47536.22,85848.03
34,R600a,VAL2,IHX,6.28121,61.0,8.894,517.263,1.9908,0.165294,6.05,3737.69,27155.13,44476.35,71631.48
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
43,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
