name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,159.1478,5.0712,-20.9893,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,425.7658,4.8746,-19.2084,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-675.2913,20.7137,56.469,103.917,5.0,5.0,32.6012,1.0,1.0,0.9812,0.3527,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,220.2114,220.2114,5.0,5.0,5.0,5.0,1.0,1.0,0.9165,0.9951,,,,,
SRC_HX,HeatExchanger,,,,,-516.1434,71.5527,56.8055,10.0,5.0,5.0,7.2135,1.0,1.0,0.6661,0.9747,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.1972,20.9893,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.2051,19.2084,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
