name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,219.2899,3.1146,-24.3381,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,261.0383,2.4995,-15.6096,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-853.7848,68.299,78.6608,25.2371,5.0,5.0,12.5007,1.0,1.0,0.9349,0.7116,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,177.0217,220.25,7.8025,5.0,5.0,6.2977,1.0,1.0,0.9037,0.9927,,,,,
SRC_HX,HeatExchanger,,,,,-634.4949,87.3654,69.8219,10.1223,5.0,5.0,7.2625,1.0,1.0,0.6693,0.9117,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.3211,24.3381,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.4001,15.6096,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
