label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,50.0,3.0,209.59,0.7037,0.01518,65.875,819.74,6009.15,199.02,6208.17
13,water (source),SRC_HX,source outlet,15.0,38.95,3.0,163.421,0.5583,0.01511,66.18,815.96,2455.51,199.02,2654.53
21,R717,SRC_HX,COMP1,0.73425,38.49,12.9242,1649.836,5.7615,0.075458,13.252,199.46,51973.84,293631.74,345605.58
22,R717,COMP1,IHX,0.73425,143.15,39.9394,1860.92,5.8646,0.03257,30.703,86.09,228414.34,298046.19,526460.53
22c,R717,IHX,cc1,0.73425,73.0,39.6394,706.648,2.6314,0.001409,709.939,3.72,21999.73,297997.26,319996.99
23,R717,cc1,VAL1,0.73425,73.0,39.6394,706.648,2.6314,0.001409,709.939,3.72,21999.73,297997.26,319996.99
24,R717,VAL1,SRC_HX,0.73425,33.95,13.0992,706.648,2.6849,0.013884,72.026,36.7,10647.32,293660.39,304307.7
31,R600a,IHX,COMP2,6.21586,72.34,10.2596,653.611,2.3814,0.240414,4.159,5379.77,48746.7,44721.0,93467.7
32,R600a,COMP2,SNK_HX,6.21586,118.33,26.2691,696.614,2.4035,0.078217,12.785,1750.27,82430.57,47580.76,130011.33
32c,R600a,SNK_HX,cc2,6.21586,115.0,26.0191,517.263,1.9423,0.015964,62.639,357.24,38311.81,47536.22,85848.03
33,R600a,cc2,VAL2,6.21586,115.0,26.0191,517.263,1.9423,0.015964,62.639,357.24,38311.81,47536.22,85848.03
34,R600a,VAL2,IHX,6.21586,68.0,10.4096,517.263,1.9803,0.129293,7.734,2893.2,29964.29,44747.87,74712.16
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
43,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
