label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,50.0,3.0,209.59,0.7037,0.01518,65.875,819.74,6009.15,199.02,6208.17
13,water (source),SRC_HX,source outlet,15.0,38.91,3.0,163.24,0.5577,0.01511,66.181,815.94,2444.53,199.02,2643.55
21,R290,SRC_HX,COMP1,3.71575,38.91,11.8657,619.728,2.3789,0.148397,6.739,1985.07,15914.62,110044.98,125959.6
22,R290,COMP1,IHX,3.71575,97.64,33.7343,679.571,2.4113,0.04942,20.235,661.08,61909.11,114384.14,176293.25
22c,R290,IHX,cc1,3.71575,79.0,33.7343,432.619,1.722,0.009712,102.962,129.92,17035.2,114384.14,131419.34
23,R290,cc1,VAL1,3.71575,79.0,33.7343,432.619,1.722,0.009712,102.962,129.92,17035.2,114384.14,131419.34
24,R290,VAL1,SRC_HX,3.71575,33.91,11.8657,432.619,1.7698,0.068492,14.6,916.19,7356.25,110044.98,117401.23
31,R600,IHX,COMP2,4.84089,79.0,8.8609,700.165,2.501,0.227245,4.401,3960.25,60468.95,29831.09,90300.04
32,R600,COMP2,SNK_HX,4.84089,116.46,20.2302,740.904,2.522,0.089144,11.218,1553.52,93102.13,31789.28,124891.41
32c,R600,SNK_HX,cc2,4.84089,115.0,20.2302,510.611,1.9287,0.01107,90.332,192.92,36731.57,31789.28,68520.84
33,R600,cc2,VAL2,4.84089,115.0,20.2302,510.611,1.9287,0.01107,90.332,192.92,36731.57,31789.28,68520.84
34,R600,VAL2,IHX,4.84089,74.0,8.8609,510.611,1.9552,0.095993,10.417,1672.88,30916.69,29831.09,60747.78
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
43,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
