label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,30.0,3.0,126.004,0.4367,0.015064,66.383,813.47,697.18,199.02,896.2
13,water (source),SRC_HX,source outlet,15.0,19.17,3.0,80.718,0.2845,0.015023,66.564,811.24,4.93,199.02,203.96
21,R717,SRC_HX,COMP1,0.69149,19.17,7.0831,1635.474,5.9764,0.12725,7.859,316.77,3.34,268240.14,268243.49
22,R717,COMP1,IHX,0.69149,157.52,31.629,1923.063,6.1132,0.04196,23.832,104.45,219028.79,296690.04,515718.83
22c,R717,IHX,cc1,0.69149,63.0,31.629,653.138,2.479,0.00128,781.495,3.19,14480.91,296690.04,311170.95
23,R717,cc1,VAL1,0.69149,63.0,31.629,653.138,2.479,0.00128,781.495,3.19,14480.91,296690.04,311170.95
24,R717,VAL1,SRC_HX,0.69149,14.17,7.0831,653.138,2.5579,0.025661,38.969,63.88,19812.78,268240.14,288052.92
31,R600a,IHX,COMP2,5.51638,63.0,8.297,641.518,2.3707,0.265424,3.768,5271.04,40134.63,44369.34,84503.97
32,R600a,COMP2,SNK_HX,5.51638,106.96,21.7777,686.848,2.3947,0.088496,11.3,1757.44,76038.09,46780.02,122818.11
32c,R600a,SNK_HX,cc2,5.51638,105.0,21.7777,482.329,1.8539,0.01321,75.701,262.33,30054.47,46780.02,76834.49
33,R600a,cc2,VAL2,5.51638,105.0,21.7777,482.329,1.8539,0.01321,75.701,262.33,30054.47,46780.02,76834.49
34,R600a,VAL2,IHX,5.51638,58.0,8.297,482.329,1.8903,0.130337,7.672,2588.36,21798.06,44369.34,66167.4
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
43,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
