Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,15,20,3,84.19,296.4,2.985,0.199,-1.589e-10,0.199,0,-0,0,-0,-0,0
12,15,11.74,3,49.6,176.7,10.44,0.6961,0.497,0.199,24.37,1.077e-16,24.37,908,1.002e-14,648.3
21,0.5699,11.74,5.485,1628,6066,133.8,234.7,0.3187,234.4,0.1419,38.68,38.82,217,80.44,80.62
22,0.5699,205.1,41.41,2036,6242,337,591.3,293,298.3,48.36,49.23,97.59,80.44,80.44,80.44
22c,0.5699,75,41.41,717.6,2662,183.5,322,23.71,298.3,3.912,49.23,53.14,80.44,80.44,80.44
23,0.5699,75,41.41,717.6,2662,183.5,322,23.71,298.3,3.912,49.23,53.14,80.44,80.44,80.44
24,0.5699,6.738,5.485,717.6,2813,158.3,277.7,43.34,234.4,19.29,38.68,57.97,217,80.44,101.7
31,7.518,75,10.88,657,2384,721.3,95.94,51.11,44.83,151.5,98.5,250,109.5,81.18,96.29
32,7.518,128.6,30.88,703.5,2408,1020,135.6,87.22,48.4,230.9,106.3,337.2,97.8,81.18,91.87
32c,7.518,125,30.88,557,2040,728.8,96.94,48.54,48.4,128.5,106.3,234.8,97.8,81.18,89.5
33,7.518,125,30.88,557,2040,728.8,96.94,48.54,48.4,128.5,106.3,234.8,97.8,81.18,89.5
34,7.518,70,10.88,557,2093,611.2,81.31,36.47,44.83,96.55,98.5,195,97.8,81.18,88.64
41,0.5,120,1.987,503.8,1528,29.4,58.81,58.71,0.09752,0,0,0,0,0,0
42,0.5,120,1.987,2706,7129,309.5,618.9,618.8,0.09752,108.4,-0,132.8,97.35,-0,119.2
