name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,237.7258,5.8568,-34.587,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,253.7059,2.4492,-15.5437,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-861.1172,24.8781,66.7154,112.9333,4.9948,5.0,34.6135,0.9928,0.9862,0.9788,0.3472,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,169.3952,207.398,8.4651,5.0,5.0521,6.5812,0.9905,1.0,0.9041,0.9921,,,,,
SRC_HX,HeatExchanger,,,,,-623.3913,83.3403,68.7775,10.6696,5.0,5.0,7.4801,1.0,0.976,0.6651,0.9689,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.1762,34.112,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.418,15.1437,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
