label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,40.0,3.0,167.792,0.5723,0.015116,66.154,816.28,2727.85,199.02,2926.88
12,water (source),SRC_HX,source outlet,15.0,29.78,3.0,125.091,0.4337,0.015063,66.387,813.41,667.4,199.02,866.42
21,R1270,SRC_HX,COMP1,3.67624,29.78,11.4818,608.234,2.3754,0.156712,6.381,2074.0,5719.85,125273.12,130992.98
22,R1270,COMP1,IHX,3.67624,106.97,40.7877,685.128,2.4161,0.044537,22.453,589.43,65031.14,130914.58,195945.71
22c,R1270,IHX,cc1,3.67624,80.0,40.7877,434.003,1.7207,0.009729,102.787,128.76,17787.29,130914.58,148701.87
23,R1270,cc1,VAL1,3.67624,80.0,40.7877,434.003,1.7207,0.009729,102.787,128.76,17787.29,130914.58,148701.87
24,R1270,VAL1,SRC_HX,3.67624,24.78,11.4818,434.003,1.7909,0.080817,12.374,1069.57,2844.04,125273.12,128117.17
31,R600,IHX,COMP2,4.8353,80.0,9.0616,701.54,2.5023,0.221848,4.508,3861.73,61440.51,29865.71,91306.22
32,R600,COMP2,SNK_HX,4.8353,116.55,20.2302,741.17,2.5227,0.089123,11.221,1551.37,93168.01,31789.28,124957.29
32c,R600,SNK_HX,cc2,4.8353,115.0,20.2302,510.611,1.9287,0.011058,90.436,192.48,36731.57,31789.28,68520.84
33,R600,cc2,VAL2,4.8353,115.0,20.2302,510.611,1.9287,0.011058,90.436,192.48,36731.57,31789.28,68520.84
34,R600,VAL2,IHX,4.8353,75.0,9.0616,510.611,1.9541,0.09233,10.831,1607.2,31211.39,29865.71,61077.11
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
