name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,255.9279,7.1193,-31.8854,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,249.2973,2.8101,-13.0311,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-865.5258,23.0308,67.1864,126.3825,5.0,5.0,37.5812,1.0,1.0,0.9802,0.3804,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,208.7931,222.8356,5.6938,5.0,5.0,5.3394,1.0,1.0,0.932,0.9946,,,,,
SRC_HX,HeatExchanger,,,,,-609.5979,85.9324,67.8982,9.7039,5.0,5.0,7.0939,1.0,1.0,0.6594,0.9734,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.1405,31.8854,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3559,13.0311,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
