name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,179.1827,2.5008,-17.2689,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,212.9831,2.2973,-12.4391,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-915.2187,88.3559,87.3393,18.6969,4.9675,5.0,10.3583,0.9896,0.9846,0.9396,0.8054,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,176.4471,210.1706,8.0257,5.0,5.0304,6.394,0.9887,1.0,0.9239,0.9927,,,,,
SRC_HX,HeatExchanger,,,,,-736.036,90.4851,76.1179,12.3653,5.0,5.0,8.1343,1.0,0.985,0.7014,0.8943,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.4102,16.7939,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.4472,12.0391,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
