name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,232.8901,4.5553,-24.0405,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,354.2601,3.7864,-17.7835,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-746.7969,53.3489,67.9527,30.1528,5.0,5.0,13.9984,1.0,1.0,0.9473,0.6819,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,214.7332,220.1869,5.2573,5.0,5.0,5.1276,1.0,1.0,0.9173,0.9949,,,,,
SRC_HX,HeatExchanger,,,,,-513.9068,71.2426,56.7686,10.0,5.0,5.0,7.2135,1.0,1.0,0.6661,0.9246,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2195,24.0405,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.2641,17.7835,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
