label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,60.0,3.0,251.416,0.8311,0.015255,65.552,823.77,10467.41,199.02,10666.43
12,water (source),SRC_HX,source outlet,15.0,47.79,3.0,200.362,0.675,0.015165,65.94,818.92,5181.22,199.02,5380.24
21,R717,SRC_HX,COMP1,0.84292,47.79,16.7852,1653.943,5.6645,0.066881,14.952,202.95,83878.5,294263.71,378142.21
22,R717,COMP1,IHX,0.84292,142.11,46.0954,1840.676,5.7557,0.031443,31.803,95.41,239090.05,299049.72,538139.77
22c,R717,IHX,cc1,0.84292,80.0,46.0954,745.433,2.7388,0.001663,601.388,5.05,28267.87,299049.72,327317.59
23,R717,cc1,VAL1,0.84292,80.0,46.0954,745.433,2.7388,0.001663,601.388,5.05,28267.87,299049.72,327317.59
24,R717,VAL1,SRC_HX,0.84292,42.79,16.7852,745.433,2.7894,0.01288,77.641,39.08,18210.53,294263.71,312474.24
31,R600,IHX,COMP2,4.8353,80.0,9.0616,701.54,2.5023,0.221848,4.508,3861.73,61440.51,29865.71,91306.22
32,R600,COMP2,SNK_HX,4.8353,116.55,20.2302,741.17,2.5227,0.089123,11.221,1551.37,93168.01,31789.28,124957.29
32c,R600,SNK_HX,cc2,4.8353,115.0,20.2302,510.611,1.9287,0.011058,90.436,192.48,36731.57,31789.28,68520.84
33,R600,cc2,VAL2,4.8353,115.0,20.2302,510.611,1.9287,0.011058,90.436,192.48,36731.57,31789.28,68520.84
34,R600,VAL2,IHX,4.8353,75.0,9.0616,510.611,1.9541,0.09233,10.831,1607.2,31211.39,29865.71,61077.11
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
