name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,178.9307,3.0075,-17.4131,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,303.4895,3.2069,-15.1588,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-824.7123,64.3973,76.2768,26.2881,4.9788,5.0,12.8066,0.9885,0.9786,0.9529,0.735,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,188.3826,211.0598,7.1003,5.0,5.0304,5.9889,0.9887,1.0,0.9229,0.9935,,,,,
SRC_HX,HeatExchanger,,,,,-645.7816,84.6816,70.4106,11.0415,5.0,5.0,7.626,1.0,0.9802,0.6729,0.9257,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.3432,16.9381,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3223,14.7588,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
