label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,16.26201,30.0,3.0,126.004,0.4367,0.016332,61.231,956.11,697.18,199.02,896.2
12,water (source),SRC_HX,source outlet,16.26201,20.01,3.0,84.236,0.2966,0.01629,61.388,953.66,0.0,199.02,199.02
21,R290,SRC_HX,COMP1,2.76844,20.01,7.3171,600.335,2.3908,0.180066,5.554,1794.6,0.0,103064.49,103064.49
22,R290,COMP1,IHX,2.76844,74.87,21.6063,664.761,2.4281,0.062033,16.121,618.24,44573.69,111983.86,156557.55
22c,R290,IHX,cc1,2.76844,56.0,21.6063,354.989,1.5029,0.006319,158.26,62.97,6031.88,111983.86,118015.74
23,R290,cc1,VAL1,2.76844,56.0,21.6063,354.989,1.5029,0.006319,158.26,62.97,6031.88,111983.86,118015.74
24,R290,VAL1,SRC_HX,2.76844,15.01,7.3171,354.989,1.5397,0.061532,16.252,613.25,4166.28,103064.49,107230.77
31,R600,IHX,COMP2,4.53285,56.0,5.0882,667.706,2.4735,0.369646,2.705,6031.98,36714.94,29179.93,65894.87
32,R600,COMP2,SNK_HX,4.53285,105.24,16.8006,727.407,2.5051,0.103253,9.685,1684.91,85140.57,31199.21,116339.78
32c,R600,SNK_HX,cc2,4.53285,105.0,16.8006,478.513,1.8469,0.009902,100.989,161.58,29194.29,31199.21,60393.49
33,R600,cc2,VAL2,4.53285,105.0,16.8006,478.513,1.8469,0.009902,100.989,161.58,29194.29,31199.21,60393.49
34,R600,VAL2,IHX,4.53285,51.0,5.0882,478.513,1.8901,0.171004,5.848,2790.49,18552.47,29179.93,47732.4
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
