Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,15,40,3,167.8,572.3,43.9,2.927,2.728,0.199,0,-0,0,0,-0,0
12,15,30.02,3,126.1,437,13.49,0.8992,0.7002,0.199,3.232e-15,2.812e-16,3.513e-15,8.547e-14,2.616e-14,7.234e-14
21,3.586,30.02,11.55,608.4,2375,470.8,131.3,5.996,125.3,11.22,140.9,152.1,145,87.13,89.77
22,3.586,106.9,40.79,684.9,2416,702.5,195.9,64.99,130.9,77.57,147.3,224.8,92.47,87.13,88.9
22c,3.586,80,40.79,434,1721,533.2,148.7,17.79,130.9,21.23,147.3,168.5,92.47,87.13,87.77
23,3.586,80,40.79,434,1721,533.2,148.7,17.79,130.9,21.23,147.3,168.5,92.47,87.13,87.77
24,3.586,25.02,11.55,434,1790,459.9,128.3,2.979,125.3,3.556,140.9,144.5,92.47,87.13,87.26
31,6.165,80,12.11,663.2,2390,619.6,100.5,55.45,45.05,146.6,88.74,235.4,119.1,88.75,105.5
32,6.165,118.3,26.02,698.1,2408,802.4,130.1,82.61,47.54,200.1,93.64,293.7,109.1,88.75,101.7
32c,6.165,115,26.02,517.3,1942,529.3,85.85,38.31,47.54,92.81,93.64,186.4,109.1,88.75,97.85
33,6.165,115,26.02,517.3,1942,529.3,85.85,38.31,47.54,92.81,93.64,186.4,109.1,88.75,97.85
34,6.165,75,12.11,517.3,1971,477.1,77.38,32.32,45.05,78.3,88.74,167,109.1,88.75,97.27
41,0.5,110,1.434,461.4,1419,24.19,48.39,48.34,0.04213,0,0,0,0,0,0
42,0.5,110,1.434,2691,7238,286.1,572.1,572.1,0.04213,114.2,-0,114.2,110.9,-0,110.9
